1,1710277010.175323000
2,1710277010.200149000
3,1710277010.200330000
4,1710277010.218253000
5,1710277010.218421000
6,1710277010.231920000
7,1710277010.231935000
8,1710277010.232071000
9,1710277010.232433000
10,1710277010.232445000
11,1710277010.232454000
12,1710277010.233339000
13,1710277010.233441000
14,1710277010.233450000
15,1710277010.233456000
16,1710277010.233465000
17,1710277010.233471000
18,1710277010.261592000
19,1710277010.261606000
20,1710277010.261612000
21,1710277010.261766000
22,1710277010.265356000
23,1710277010.267261000
24,1710277010.267338000
25,1710277010.314001000
26,1710277010.996840000
27,1710277010.996862000
28,1710277010.996871000
29,1710277010.996878000
30,1710277010.996888000
31,1710277010.996898000
32,1710277010.996908000
33,1710277010.996916000
34,1710277010.996923000
35,1710277010.996932000
36,1710277010.996942000
37,1710277010.996950000
38,1710277010.996959000
39,1710277010.997833000
40,1710277011.001124000
41,1710277011.001140000
42,1710277011.001149000
43,1710277011.001370000
44,1710277011.006133000
45,1710277011.006151000
46,1710277011.006157000
47,1710277011.006163000
48,1710277011.006178000
49,1710277011.006201000
50,1710277011.006207000
51,1710277011.006214000
52,1710277011.006221000
53,1710277011.006226000
54,1710277011.006551000
55,1710277011.008444000
56,1710277011.008457000
57,1710277011.008467000
58,1710277011.008672000
59,1710277011.009459000
60,1710277011.009471000
61,1710277011.009595000
62,1710277011.010381000
63,1710277011.010473000
64,1710277011.011014000
65,1710277011.011024000
66,1710277011.011034000
67,1710277011.011156000
68,1710277011.011746000
69,1710277011.011940000
70,1710277011.012562000
71,1710277011.012574000
72,1710277011.012676000
73,1710277011.013132000
74,1710277011.013209000
75,1710277011.014276000
76,1710277011.014289000
77,1710277011.014473000
78,1710277011.015014000
79,1710277011.015112000
80,1710277011.018095000
81,1710277011.018104000
82,1710277011.018109000
83,1710277011.018113000
84,1710277011.018118000
85,1710277011.018123000
86,1710277011.018129000
87,1710277011.018134000
88,1710277011.018318000
89,1710277011.018624000
90,1710277011.018747000
91,1710277011.020840000
92,1710277011.020923000
93,1710277011.021445000
94,1710277011.021457000
95,1710277011.021470000
96,1710277011.021592000
97,1710277011.022975000
98,1710277011.022986000
99,1710277011.023092000
100,1710277011.023417000
101,1710277011.023428000
102,1710277011.023504000
103,1710277011.026275000
104,1710277011.026287000
105,1710277011.026301000
106,1710277011.026310000
107,1710277011.026321000
108,1710277011.026331000
109,1710277011.026472000
110,1710277011.029018000
111,1710277011.029031000
112,1710277011.029041000
113,1710277011.029050000
114,1710277011.029184000
115,1710277011.030929000
116,1710277011.030940000
117,1710277011.031117000
118,1710277011.031534000
119,1710277011.031542000
120,1710277011.031620000
121,1710277011.033396000
122,1710277011.033487000
123,1710277011.033760000
124,1710277011.033773000
125,1710277011.033784000
126,1710277011.033888000
127,1710277011.034156000
128,1710277011.034289000
129,1710277011.036073000
130,1710277011.036086000
131,1710277011.036095000
132,1710277011.036215000
133,1710277011.037509000
134,1710277011.037681000
135,1710277011.039200000
136,1710277011.039211000
137,1710277011.039221000
138,1710277011.039235000
139,1710277011.039246000
140,1710277011.039257000
141,1710277011.039266000
142,1710277011.039275000
143,1710277011.039456000
144,1710277011.042174000
145,1710277011.042183000
146,1710277011.042189000
147,1710277011.042195000
148,1710277011.042201000
149,1710277011.042208000
150,1710277011.042219000
151,1710277011.042316000
152,1710277011.042914000
153,1710277011.042921000
154,1710277011.042927000
155,1710277011.043006000
156,1710277011.044221000
157,1710277011.044230000
158,1710277011.044239000
159,1710277011.044245000
160,1710277011.044249000
161,1710277011.044320000
162,1710277011.044807000
163,1710277011.044851000
164,1710277011.046702000
165,1710277011.046710000
166,1710277011.046719000
167,1710277011.046726000
168,1710277011.046731000
169,1710277011.046738000
170,1710277011.046879000
171,1710277011.047665000
172,1710277011.047677000
173,1710277011.047689000
174,1710277011.047835000
175,1710277011.070629000
176,1710277011.070643000
177,1710277011.070649000
178,1710277011.070657000
179,1710277011.070663000
180,1710277011.070670000
181,1710277011.070677000
182,1710277011.070683000
183,1710277011.070690000
184,1710277011.070698000
185,1710277011.070704000
186,1710277011.070711000
187,1710277011.071099000
188,1710277011.072220000
189,1710277011.072228000
190,1710277011.072235000
191,1710277011.072241000
192,1710277011.072343000
193,1710277011.092257000
194,1710277011.092280000
195,1710277011.092289000
196,1710277011.092299000
197,1710277011.092309000
198,1710277011.092318000
199,1710277011.092329000
200,1710277011.092341000
201,1710277011.092350000
202,1710277011.092359000
203,1710277011.092725000
204,1710277011.094812000
205,1710277011.094822000
206,1710277011.094830000
207,1710277011.094836000
208,1710277011.094842000
209,1710277011.094848000
210,1710277011.094855000
211,1710277011.095017000
212,1710277011.095668000
213,1710277011.095679000
214,1710277011.095685000
215,1710277011.095691000
216,1710277011.095697000
217,1710277011.095704000
218,1710277011.095749000
219,1710277011.095755000
220,1710277011.095761000
221,1710277011.095768000
222,1710277011.095774000
223,1710277011.095782000
224,1710277011.095792000
225,1710277011.095799000
226,1710277011.095806000
227,1710277011.095813000
228,1710277011.095820000
229,1710277011.096084000
230,1710277011.099580000
231,1710277011.099590000
232,1710277011.099595000
233,1710277011.099599000
234,1710277011.099605000
235,1710277011.099614000
236,1710277011.099620000
237,1710277011.099626000
238,1710277011.099631000
239,1710277011.099636000
240,1710277011.099642000
241,1710277011.099647000
242,1710277011.099652000
243,1710277011.099657000
244,1710277011.099662000
245,1710277011.099668000
246,1710277011.099674000
247,1710277011.099680000
248,1710277011.099685000
249,1710277011.099690000
250,1710277011.099695000
251,1710277011.099700000
252,1710277011.100045000
253,1710277011.122050000
254,1710277011.122063000
255,1710277011.122068000
256,1710277011.122072000
257,1710277011.122077000
258,1710277011.122082000
259,1710277011.122088000
260,1710277011.122094000
261,1710277011.122099000
262,1710277011.122103000
263,1710277011.122108000
264,1710277011.122113000
265,1710277011.122119000
266,1710277011.122124000
267,1710277011.122128000
268,1710277011.122133000
269,1710277011.122137000
270,1710277011.122142000
271,1710277011.122461000
272,1710277011.123921000
273,1710277011.123929000
274,1710277011.123934000
275,1710277011.123939000
276,1710277011.124067000
277,1710277011.125258000
278,1710277011.125265000
279,1710277011.125270000
280,1710277011.125274000
281,1710277011.125279000
