1710276228.222356000,0
1710276228.277291000,0
1710276228.277460000,1
1710276228.277686000,1
1710276228.318187000,1
1710276228.413040000,1
1710276228.413059000,1401
1710276228.413064000,2801
1710276228.413073000,4201
1710276228.413200000,518
1710276228.413820000,518
1710276228.416037000,518
1710276228.417309000,582
1710276228.417721000,668
1710276228.422321000,4201
1710276228.422420000,799
1710276228.452939000,4517
1710276228.453019000,799
1710276228.453343000,799
1710276228.541808000,5131
1710276228.541888000,830
1710276228.580209000,5162
1710276229.068500000,5162
1710276229.068518000,6562
1710276229.068524000,7962
1710276229.068530000,9362
1710276229.068535000,9934
1710276229.068542000,11334
1710276229.068551000,12734
1710276229.068557000,14134
1710276229.068565000,15534
1710276229.068574000,16934
1710276229.068581000,18334
1710276229.068588000,19734
1710276229.068594000,21134
1710276229.068600000,22534
1710276229.068606000,23934
1710276229.068612000,25334
1710276229.068621000,26734
1710276229.068626000,28134
1710276229.068634000,29534
1710276229.068641000,30934
1710276229.068648000,32334
1710276229.068657000,33734
1710276229.068664000,35134
1710276229.068843000,830
1710276229.068961000,830
1710276229.069755000,830
1710276229.099157000,36534
1710276229.099172000,37934
1710276229.099300000,830
1710276229.099628000,830
1710276229.099831000,39334
1710276229.099837000,40734
1710276229.099896000,830
1710276229.099999000,830
1710276229.102813000,42134
1710276229.102822000,43534
1710276229.102869000,830
1710276229.102995000,830
1710276229.105597000,44934
1710276229.105607000,46334
1710276229.105656000,830
1710276229.105756000,830
1710276229.108610000,47734
1710276229.108619000,49134
1710276229.108670000,830
1710276229.108778000,830
1710276229.111703000,50534
1710276229.111712000,51934
1710276229.111780000,830
1710276229.111915000,830
1710276229.113872000,53334
1710276229.113878000,54734
1710276229.113923000,830
1710276229.114020000,830
1710276229.116695000,56134
1710276229.116740000,830
1710276229.117443000,57534
1710276229.117485000,830
1710276229.119396000,58934
1710276229.119405000,60334
1710276229.119455000,830
1710276229.119622000,830
1710276229.122394000,61734
1710276229.122401000,63134
1710276229.122435000,830
1710276229.122490000,830
1710276229.125371000,64534
1710276229.125405000,65934
1710276229.125439000,830
1710276229.125494000,830
1710276229.128998000,67334
1710276229.129007000,68734
1710276229.129081000,830
1710276229.129209000,830
1710276229.131729000,70134
1710276229.131736000,71534
1710276229.131780000,830
1710276229.131888000,830
1710276229.133845000,72934
1710276229.133853000,74334
