1710285837.076066000,0
1710285837.149678000,0
1710285837.149804000,1
1710285837.150264000,1
1710285837.153223000,1
1710285837.154245000,1
1710285837.159715000,1
1710285837.159817000,249
1710285837.160403000,249
1710285837.160706000,313
1710285837.160829000,399
1710285837.165414000,1423
1710285837.165415000,1423
1710285837.165416000,1484
1710285837.165735000,471
1710285837.165811000,471
1710285837.165869000,1528
1710285837.168733000,1656
1710285837.168735000,6000
1710285837.168736000,6422
1710285837.168817000,12214
1710285837.168818000,12374
1710285837.168921000,502
1710285837.168955000,502
1710285837.168998000,502
1710285837.171787000,13822
1710285837.175106000,14640
1710285837.175108000,23328
1710285837.175187000,34912
1710285837.175274000,502
1710285837.175364000,502
1710285837.181086000,37808
1710285837.181180000,55184
1710285837.181269000,502
1710285837.181363000,502
1710285837.196491000,69664
1710285837.196613000,118896
1710285837.196687000,502
1710285837.196784000,502
1710285837.211265000,136272
1710285837.211411000,201432
1710285837.211412000,211568
1710285837.211536000,502
1710285837.211587000,224600
1710285837.211653000,502
1710285837.212669000,226048
1710285837.212670000,230392
1710285837.212671000,231765
1710285837.212672000,231796
1710285837.212843000,502
1710285837.212890000,502
1710285837.218578000,243380
1710285837.218692000,275236
1710285837.218693000,276232
1710285837.218694000,280576
1710285837.218695000,281076
1710285837.218808000,502
1710285837.218841000,502
1710285837.219010000,502
1710285837.227328000,281107
1710285837.227436000,297035
1710285837.227437000,297513
1710285837.227438000,297544
1710285837.227541000,313472
1710285837.227543000,313950
1710285837.227544000,313981
1710285837.227628000,329909
1710285837.227629000,330387
1710285837.227630000,330418
1710285837.227712000,346346
1710285837.227713000,346824
1710285837.227714000,346855
1710285837.227766000,362783
1710285837.227768000,363261
1710285837.227769000,363292
1710285837.227924000,502
1710285837.227959000,502
1710285837.227979000,502
1710285837.228002000,502
1710285837.228023000,502
1710285837.228072000,369084
1710285837.228073000,379220
1710285837.228103000,379698
1710285837.228104000,379729
1710285837.228169000,502
1710285837.229162000,381177
1710285837.229267000,502
1710285837.234656000,392761
1710285837.234761000,431857
1710285837.234762000,432492
1710285837.234806000,444076
1710285837.234806000,445446
1710285837.234807000,445477
1710285837.234934000,502
1710285837.234967000,502
1710285837.234990000,502
1710285837.241547000,449821
1710285837.241678000,502
1710285837.259869000,480229
1710285837.260016000,545389
1710285837.260044000,567109
1710285837.260136000,502
1710285837.260171000,502
1710285837.260193000,502
1710285837.265309000,570005
1710285837.265432000,591725
1710285837.265584000,614893
1710285837.265685000,502
1710285837.265719000,502
1710285837.265755000,502
1710285837.265762000,658333
1710285837.265821000,502
1710285837.270608000,664125
1710285837.270742000,502
1710285837.271443000,668469
1710285837.271554000,691637
1710285837.271629000,703221
1710285837.271713000,502
1710285837.271838000,502
1710285837.279349000,748109
1710285837.279477000,502
1710285837.281806000,788653
1710285837.281904000,813269
1710285837.281989000,502
1710285837.282023000,502
1710285837.292256000,827749
1710285837.292433000,863949
1710285837.292439000,869741
1710285837.292522000,905941
1710285837.292622000,502
1710285837.292662000,502
1710285837.292704000,502
1710285837.292716000,917525
1710285837.292770000,502
1710285837.297599000,921869
1710285837.297793000,943589
1710285837.297839000,1001509
1710285837.297927000,502
1710285837.298010000,502
1710285837.308695000,1005853
1710285837.308697000,1013093
1710285837.308772000,1021781
1710285837.308903000,1059429
1710285837.309061000,1124589
1710285837.309062000,1130381
1710285837.309162000,502
1710285837.309383000,502
1710285837.318138000,1172373
1710285837.318296000,1185405
1710285837.318403000,1224501
1710285837.318497000,502
1710285837.318913000,502
1710285837.337242000,1253461
1710285837.337371000,1304141
1710285837.337494000,1315725
1710285837.337587000,502
1710285837.337687000,502
1710285837.342471000,1341789
1710285837.342559000,1377989
1710285837.342560000,1386677
1710285837.342596000,1422877
1710285837.342647000,502
1710285837.342665000,502
1710285837.342683000,502
1710285837.348545000,1430117
1710285837.348589000,1488037
1710285837.348623000,1499621
1710285837.348638000,1514101
1710285837.348675000,502
1710285837.348703000,1516997
1710285837.348892000,502
1710285837.362307000,1518445
1710285837.362518000,1579261
1710285837.362679000,1644421
1710285837.362717000,1687861
1710285837.362811000,502
1710285837.362860000,1692205
1710285837.362900000,502
1710285837.363005000,502
1710285837.376776000,1697997
1710285837.376918000,1713925
1710285837.376988000,1779085
1710285837.377147000,1796461
1710285837.377248000,502
1710285837.377288000,1857277
1710285837.377289000,1861621
1710285837.377356000,502
1710285837.377440000,502
1710285837.387958000,1863069
1710285837.388066000,1913749
1710285837.388114000,1964429
1710285837.388212000,1981805
1710285837.388276000,2039725
1710285837.388355000,502
1710285837.388380000,502
1710285837.388410000,2070133
1710285837.388430000,502
1710285837.388518000,502
1710285837.393641000,2074477
1710285837.393836000,2104885
1710285837.393837000,2112125
1710285837.393949000,502
1710285837.394094000,502
1710285837.404810000,2157013
1710285837.404966000,2222173
1710285837.404968000,2232309
1710285837.405057000,502
1710285837.405129000,502
1710285837.410273000,2245341
1710285837.410348000,2297469
1710285837.410388000,502
1710285837.410586000,502
1710285837.415722000,2333669
1710285837.415855000,502
1710285837.421539000,2349597
1710285837.421540000,2359733
1710285837.421641000,2371317
1710285837.421798000,2401725
1710285837.421942000,2466885
1710285837.422045000,502
1710285837.422079000,502
1710285837.422101000,502
1710285837.422121000,502
1710285837.422142000,502
1710285837.422183000,2508877
1710285837.422223000,502
1710285837.426607000,2520461
1710285837.426730000,2532045
1710285837.426782000,2559557
1710285837.426836000,2571141
1710285837.426925000,502
1710285837.426958000,502
1710285837.426980000,502
1710285837.427000000,502
1710285837.427039000,2587069
1710285837.427080000,502
1710285837.437667000,2597205
1710285837.437801000,502
1710285837.451263000,2636301
1710285837.451542000,2701461
1710285837.451589000,2766621
1710285837.451681000,502
1710285837.451766000,502
1710285837.467633000,2770965
1710285837.467730000,2821645
1710285837.467808000,502
1710285837.467896000,502
1710285837.473729000,2830333
